"Income","Kidhome","Teenhome","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Complain","Response","Age","Customer_Days","marital_Divorced","marital_Married","marital_Single","marital_Together","marital_Widow","education_2n Cycle","education_Basic","education_Graduation","education_Master","education_PhD","MntTotal","MntRegularProds","AcceptedCmpOverall"
866100,0,0,66,446,107,768,33,196,53,1,5,6,6,2,0,0,0,0,0,0,0,69,2456,0,0,0,1,0,0,0,1,0,0,1550,1497,0
801410,0,0,20,1184,102,673,52,40,40,1,7,4,10,6,0,0,1,0,0,0,1,34,2693,0,1,0,0,0,0,0,0,1,0,2051,2011,1
726350,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,65,2550,0,1,0,0,0,1,0,0,0,0,874,767,1
NA,0,1,61,726,53,363,123,107,161,4,8,9,13,5,0,0,0,0,0,0,0,50,2743,0,1,0,0,0,0,0,1,0,0,1372,1211,0
201930,0,0,18,8,8,22,24,11,9,1,1,1,4,4,0,0,0,0,0,0,0,29,2737,0,0,0,1,0,1,0,0,0,0,73,64,0
275730,1,0,45,50,15,110,39,15,15,4,5,1,4,8,0,0,0,0,0,0,0,45,2620,0,1,0,0,0,0,0,1,0,0,229,214,0
158620,1,0,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,0,41,2526,0,0,1,0,0,0,1,0,0,0,26,16,0
495440,1,0,0,308,0,73,0,0,23,2,5,1,8,7,0,0,0,0,0,0,0,44,2661,0,1,0,0,0,0,0,0,0,1,381,358,0
332280,1,0,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,0,40,2316,0,1,0,0,0,0,0,1,0,0,66,61,0
704400,0,0,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0,0,42,2423,0,0,0,1,0,0,0,1,0,0,1484,1396,1
382320,1,1,84,43,5,28,7,6,33,4,3,1,3,5,0,0,0,0,0,0,0,49,2322,0,0,0,1,0,0,0,1,0,0,89,56,0
225540,1,1,38,27,0,10,0,0,4,4,2,0,4,5,0,0,0,0,0,0,0,65,2762,0,1,0,0,0,0,0,0,0,1,37,33,0
235360,1,0,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,37,2184,0,1,0,0,0,0,0,0,0,1,9,8,0
494130,0,1,88,205,7,41,3,2,46,2,4,2,5,5,0,0,0,0,0,0,0,68,2406,0,1,0,0,0,0,0,1,0,0,258,212,0
422310,1,1,99,24,0,8,0,1,4,1,1,0,3,5,0,0,0,0,0,0,0,51,2255,0,1,0,0,0,0,0,1,0,0,33,29,0
787890,0,0,12,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,0,1,40,2849,1,0,0,0,0,0,0,0,1,0,1671,1588,0
565340,0,1,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,0,1,52,2500,0,0,0,1,0,0,0,1,0,0,769,723,2
583500,0,1,5,493,26,206,116,80,80,4,8,3,12,6,0,0,0,0,0,0,0,49,2700,0,0,1,0,0,0,0,1,0,0,921,841,0
812170,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,31,2504,0,0,1,0,0,0,0,1,0,0,1073,989,0
490900,0,1,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,0,69,2504,0,0,1,0,0,0,0,1,0,0,588,488,0
617870,0,0,71,621,73,414,78,48,85,1,8,4,6,5,0,0,0,0,0,0,0,33,2517,1,0,0,0,0,0,0,0,1,0,1234,1149,0
181690,1,0,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,35,2654,0,1,0,0,0,0,0,0,0,1,14,7,0
243360,1,0,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,0,39,2830,0,0,1,0,0,1,0,0,0,0,19,7,0
182220,0,0,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,0,30,2704,0,1,0,0,0,0,0,1,0,0,53,39,0
623350,0,1,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,0,68,2561,1,0,0,0,0,0,0,1,0,0,682,656,0
420330,1,1,95,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,0,0,49,2807,0,0,0,1,0,1,0,0,0,0,18,11,0
865800,0,0,72,532,21,127,26,20,20,0,4,2,5,1,0,0,1,0,0,0,0,37,2646,0,1,0,0,0,0,0,0,0,1,726,706,1
414370,1,1,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,63,2804,1,0,0,0,0,0,0,0,0,1,31,30,0
737050,0,2,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,0,69,2275,0,0,0,0,1,0,0,0,1,0,1588,1481,0
610640,0,1,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,0,44,2826,0,1,0,0,0,0,0,1,0,0,900,720,0
384520,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,65,2250,0,1,0,0,0,0,0,0,1,0,70,68,0
183580,1,0,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,0,31,2380,0,0,1,0,0,0,0,1,0,0,53,49,0
550120,0,1,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,0,47,2259,0,0,0,1,0,0,0,0,0,1,647,634,0
97220,1,0,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,1,47,2794,0,0,0,1,0,0,1,0,0,0,61,19,0
381750,1,0,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0,36,2438,0,1,0,0,0,0,0,0,0,1,150,147,0
586560,0,1,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,64,2806,0,0,0,1,0,0,0,0,1,0,1208,1196,1
521170,0,1,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,55,2841,0,0,0,1,0,0,0,1,0,0,259,239,0
648130,1,0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,42,2337,0,1,0,0,0,0,0,1,0,0,693,641,0
542220,0,1,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,0,47,2279,0,1,0,0,0,0,0,0,0,1,257,250,0
NA,0,0,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,1,34,2171,0,1,0,0,0,0,0,1,0,0,2056,1955,4
775200,0,1,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,1,61,2464,0,1,0,0,0,0,0,0,1,0,1468,1410,3
411540,0,1,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,0,42,2605,0,0,0,1,0,0,0,1,0,0,62,55,0
803980,0,0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,0,54,2755,0,1,0,0,0,0,0,1,0,0,1571,1545,1
187460,1,0,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0,28,2190,0,0,1,0,0,0,1,0,0,0,44,24,0
351960,1,0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,0,36,2752,0,0,0,1,0,0,0,1,0,0,310,123,0
602300,0,1,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,64,2564,0,0,1,0,0,0,0,1,0,0,1027,987,0
221080,1,1,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,43,2211,0,1,0,0,0,0,0,1,0,0,25,19,0
443920,1,1,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0,46,2456,0,0,0,1,0,0,0,1,0,0,182,153,0
554240,0,1,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,1,44,2740,0,1,0,0,0,0,0,0,0,1,770,663,1
176880,1,0,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,0,41,2691,0,1,0,0,0,0,0,1,0,0,9,7,0
924910,0,0,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,1,37,2583,0,1,0,0,0,0,0,0,0,1,2012,1990,3
902730,0,0,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,1,29,2356,0,0,1,0,0,0,0,1,0,0,1880,1769,3
825710,0,0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,58,2247,0,0,0,0,1,0,0,0,0,1,1607,1528,1
385130,1,0,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1,38,2311,0,0,1,0,0,0,0,0,0,1,306,288,0
166530,1,0,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,41,2231,0,0,1,0,0,0,0,0,1,0,62,55,0
425860,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,65,2767,0,0,0,1,0,0,0,1,0,0,252,252,0
235290,0,1,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,55,2697,0,0,1,0,0,0,1,0,0,0,34,14,0
748810,1,1,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,59,2637,0,0,0,1,0,0,0,0,1,0,910,856,0
711070,0,1,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,69,2656,0,1,0,0,0,0,0,1,0,0,1132,937,0
469100,1,1,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,56,2257,0,0,0,1,0,0,0,0,0,1,62,56,0
186900,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,61,2707,0,1,0,0,0,0,0,1,0,0,41,22,0
372440,1,1,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,65,2587,1,0,0,0,0,0,0,1,0,0,30,5,1
824270,0,0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,54,2268,0,0,0,1,0,0,0,1,0,0,1349,1242,1
753420,0,1,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,62,2578,0,0,1,0,0,1,0,0,0,0,537,511,0
700440,0,1,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,66,2655,1,0,0,0,0,0,0,1,0,0,1490,1476,0
791460,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,53,2225,0,0,1,0,0,0,0,1,0,0,548,532,0
774370,0,0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,57,2374,0,1,0,0,0,0,0,1,0,0,1096,1067,1
549840,0,1,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,61,2195,0,1,0,0,0,0,0,1,0,0,352,346,1
424030,1,0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,49,2359,0,1,0,0,0,0,0,0,0,1,39,36,0
557610,0,1,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,56,2225,0,0,0,1,0,0,0,1,0,0,152,120,1
372920,1,0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,37,2596,0,0,0,1,0,0,0,1,0,0,394,328,0
455760,0,0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,75,2191,0,0,1,0,0,0,0,0,0,1,120,95,0
703210,0,0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,73,2688,0,0,0,1,0,0,0,1,0,0,1185,994,0
580860,0,1,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,51,2684,1,0,0,0,0,0,0,0,0,1,777,762,0
817950,0,0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,68,2770,0,1,0,0,0,0,0,1,0,0,1294,1206,0
283890,0,0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,73,2745,0,0,0,1,0,0,1,0,0,0,20,12,0
668350,0,0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,74,2433,0,1,0,0,0,0,0,0,1,0,892,751,0
699010,0,1,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,51,2555,1,0,0,0,0,0,0,1,0,0,733,584,0
NA,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,71,2642,0,1,0,0,0,0,0,0,0,1,2188,2145,3
633420,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,59,2780,0,0,0,1,0,0,0,0,0,1,1080,1059,1
449890,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,46,2814,0,1,0,0,0,0,0,1,0,0,263,157,0
318590,1,0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,40,2281,0,0,1,0,0,1,0,0,0,0,37,26,0
515690,0,1,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,71,2661,0,0,0,0,1,0,0,0,0,1,433,399,1
303720,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,49,2710,0,0,0,0,1,0,0,1,0,0,37,30,0
160140,1,1,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,41,2628,0,0,1,0,0,0,1,0,0,0,31,24,0
411200,1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,52,2394,0,1,0,0,0,0,0,1,0,0,57,33,0
397630,1,0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,49,2488,0,0,1,0,0,0,0,0,1,0,151,135,0
387250,1,1,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,65,2209,0,1,0,0,0,0,0,0,0,1,40,35,0
779810,1,0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,48,2558,0,1,0,0,0,0,0,1,0,0,604,544,0
629050,0,1,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,56,2451,0,1,0,0,0,1,0,0,0,0,563,504,0
135330,1,0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,41,2635,1,0,0,0,0,1,0,0,0,0,31,14,0
594810,0,1,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,45,2408,0,0,0,1,0,0,0,1,0,0,403,345,0
721170,0,1,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,43,2472,0,1,0,0,0,0,0,1,0,0,1023,973,0
219550,1,0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,34,2454,0,1,0,0,0,1,0,0,0,0,44,33,0
671310,0,1,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,64,2619,0,1,0,0,0,0,0,1,0,0,914,852,0
368020,1,0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,40,2172,0,0,1,0,0,0,0,0,0,1,19,18,0
718530,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,38,2576,0,0,0,1,0,0,0,1,0,0,1117,1085,0
282490,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,59,2173,0,1,0,0,0,0,1,0,0,0,33,23,0
478080,0,1,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,45,2411,0,1,0,0,0,0,0,0,1,0,152,80,1
255090,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,46,2808,1,0,0,0,0,0,0,0,0,1,90,79,0
510120,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,74,2596,0,1,0,0,0,0,0,0,0,1,185,161,0
705960,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,35,2791,0,0,1,0,0,0,0,1,0,0,942,916,0
854310,0,0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,68,2545,0,0,0,1,0,0,0,0,0,1,1112,1059,0
426640,0,1,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,53,2262,0,1,0,0,0,0,0,1,0,0,24,24,0
425860,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,65,2767,0,0,0,1,0,0,0,1,0,0,252,252,0
297600,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,35,2828,0,0,1,0,0,0,0,1,0,0,148,131,0
289730,0,0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,43,2783,0,1,0,0,0,0,0,0,0,1,257,245,0
394350,1,0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,47,2486,0,0,0,1,0,0,0,0,0,1,89,76,0
653700,0,0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,36,2491,0,1,0,0,0,1,0,0,0,0,432,403,0
201940,1,0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,41,2718,0,0,1,0,0,0,1,0,0,0,32,17,0
424730,1,1,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,44,2291,0,0,1,0,0,0,0,0,0,1,119,94,0
645900,0,0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,52,2782,0,1,0,0,0,0,0,1,0,0,1308,1278,0
712320,0,1,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,61,2372,0,0,0,1,0,0,0,1,0,0,900,883,0
346000,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,49,2703,0,0,0,1,0,0,0,1,0,0,303,288,0
NA,1,1,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,53,2762,0,0,1,0,0,0,0,1,0,0,222,191,0
490940,0,1,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,47,2805,0,1,0,0,0,0,0,1,0,0,433,364,0
360750,1,0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,37,2361,0,0,0,1,0,0,0,1,0,0,89,59,0
608390,1,1,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,41,2829,0,0,0,1,0,1,0,0,0,0,1122,994,0
772980,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,41,2398,0,0,0,1,0,0,0,1,0,0,890,811,0
340260,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,70,2487,0,0,0,1,0,0,0,1,0,0,59,42,0
489180,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,57,2237,0,0,1,0,0,0,0,0,0,1,61,60,0
821220,0,0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,58,2477,0,0,0,1,0,1,0,0,0,0,1282,1182,1
376970,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,44,2301,0,0,1,0,0,0,0,1,0,0,76,68,0
340740,1,1,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,68,2510,0,0,0,1,0,0,0,1,0,0,188,121,1
285200,1,1,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,60,2539,0,1,0,0,0,0,0,0,1,0,23,3,0
625350,0,1,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,65,2428,0,0,1,0,0,0,0,1,0,0,346,294,0
362730,1,0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,43,2233,0,0,1,0,0,0,0,0,1,0,67,58,0
634040,0,2,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,56,2182,0,0,0,1,0,0,0,1,0,0,885,868,1
757740,1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,39,2217,0,0,0,1,0,1,0,0,0,0,767,711,0
784160,0,1,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,44,2161,0,0,0,1,0,0,0,1,0,0,996,813,0
757020,0,1,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,46,2782,0,0,0,1,0,0,0,1,0,0,1884,1847,1
593850,1,1,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,69,2586,0,0,0,1,0,0,0,0,1,0,149,113,0
370700,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,54,2625,0,0,1,0,0,0,0,1,0,0,394,355,0
446890,1,1,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,69,2329,0,1,0,0,0,0,0,1,0,0,23,12,1
539770,0,1,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,62,2545,0,0,0,1,0,0,0,1,0,0,825,743,0
71440,0,2,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,54,2363,0,0,1,0,0,0,0,0,0,1,125,-166,0
187010,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,56,2549,0,0,1,0,0,0,0,1,0,0,34,24,0
903690,0,0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,64,2221,0,1,0,0,0,0,0,1,0,0,1571,1554,0
631590,0,0,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,46,2760,0,0,1,0,0,0,0,0,0,1,1760,1723,1
377580,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,54,2792,0,0,0,1,0,0,0,1,0,0,39,38,0
467570,0,1,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,57,2749,0,0,1,0,0,0,0,0,0,1,1021,899,0
797340,0,0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,51,2160,0,1,0,0,0,0,0,0,1,0,897,880,1
632070,0,0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,28,2684,0,0,0,1,0,0,0,1,0,0,1432,1362,1
720710,0,1,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,66,2659,1,0,0,0,0,0,0,1,0,0,1188,1038,0
218400,1,0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,37,2502,0,0,0,1,0,0,0,0,0,1,26,25,0
585820,0,1,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,38,2433,0,0,0,1,0,1,0,0,0,0,721,679,1
722820,0,0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,69,2504,0,0,1,0,0,0,0,1,0,0,1178,1025,0
503870,0,2,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,64,2461,0,1,0,0,0,0,0,1,0,0,491,457,0
325830,1,1,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,59,2173,0,0,0,1,0,0,0,0,0,1,8,7,0
625680,0,1,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,58,2242,0,0,0,1,0,0,0,1,0,0,892,831,1
446350,1,1,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,49,2420,1,0,0,0,0,0,0,0,1,0,65,62,0
333160,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,49,2427,0,0,1,0,0,0,0,0,1,0,119,107,0
639670,0,1,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,52,2483,0,1,0,0,0,0,0,1,0,0,720,558,0
NA,0,0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,42,2822,0,0,0,1,0,1,0,0,0,0,917,685,0
252930,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,51,2446,0,1,0,0,0,0,0,1,0,0,28,19,0
541110,0,1,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,55,2467,0,0,0,0,1,0,0,0,0,1,338,288,0
783940,0,0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,34,2658,0,0,0,1,0,0,0,1,0,0,1262,1096,0
807390,0,0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,62,2561,0,1,0,0,0,0,0,0,1,0,1541,1449,0
226690,1,0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,45,2562,0,0,0,1,0,0,0,0,1,0,125,77,0
292360,1,0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,33,2423,0,0,1,0,0,0,0,1,0,0,90,81,0
449110,0,1,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,61,2630,0,0,0,1,0,0,0,1,0,0,184,153,0
546930,0,1,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,58,2656,0,1,0,0,0,0,0,0,0,1,894,859,0
481860,1,0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,46,2260,0,0,0,1,0,0,0,1,0,0,185,151,0
548090,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,43,2450,0,1,0,0,0,0,0,1,0,0,152,130,0
415800,1,1,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,42,2725,0,0,0,1,0,0,0,1,0,0,89,86,0
803360,0,0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,50,2452,0,1,0,0,0,0,0,0,0,1,986,920,0
477430,0,1,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,63,2623,0,1,0,0,0,0,0,1,0,0,255,235,1
629720,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,65,2854,0,1,0,0,0,1,0,0,0,0,395,203,0
573330,0,1,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,66,2804,1,0,0,0,0,0,0,0,0,1,1486,1310,0
323130,1,0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,38,2662,0,0,0,1,0,0,0,0,0,1,152,145,0
849530,0,0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,67,2550,0,0,0,0,1,0,0,0,1,0,952,880,3
270710,1,0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,52,2226,1,0,0,0,0,0,0,0,1,0,32,29,0
681480,0,0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,63,2461,0,0,0,1,0,0,0,0,1,0,957,872,0
657350,1,1,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,55,2363,0,0,0,1,0,0,0,0,1,0,384,373,0
868360,0,0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,45,2814,0,1,0,0,0,0,0,0,0,1,494,431,3
40230,1,1,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,57,2165,0,1,0,0,0,0,0,0,0,1,8,7,0
300930,0,0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,30,2515,0,1,0,0,0,0,0,1,0,0,53,37,0
577050,0,1,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,54,2328,0,1,0,0,0,0,0,0,0,1,446,406,0
250080,1,0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,32,2306,0,0,1,0,0,0,0,1,0,0,25,16,0
